,name
0,慢经方剂
1,快经方剂
2,半边经方剂
3,病因证治方剂
4,气因方剂
5,血因方剂
6,水因方剂
7,风邪病方剂
8,寒邪病方剂
9,湿邪方剂
10,燥热火毒方剂
11,火毒方剂
12,妇人病方剂
13,妇男方剂
14,小儿方剂
15,过人方剂（传染病）
16,食邪方剂
17,骨伤方剂
18,驱邪扶正方剂
19,痛证方剂
20,旧伤·内损方剂
21,驱虫方剂
22,杂证方剂
